id,name,address,phoneNumber,lat,lng,img,grade
36,시티짐 군자 필라테스&헬스,"서울특별시 광진구 군자로 70, 2층 (군자동, 동일흥업주식회사)",02-461-7048,37.54920798,127.0682034,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211117_31%2F1637141754044VGWda_JPEG%2F%25BD%25C3%25C6%25BC%25C1%25FC_%25B4%25EB%25C7%25A5%25BC%25B3%25C1%25A4%25BB%25E7%25C1%25F8.jpg,
37,휘트니스 타운케이,"서울특별시 광진구 능동로13길 39 (화양동, 한아름쇼핑센타 건물 2층)",02-468-0006,37.54350265,127.0670102,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220509_158%2F1652074607097gMhzF_JPEG%2F%25B0%25C7%25B4%25EB%25C7%25EF%25BD%25BA_%25C7%25EF%25BD%25BA%25C0%25E5_%25C5%25B8%25BF%25EE%25C4%25C9%25C0%25CC1.jpg,
38,캐리스타 휘트니스(CALISTA FITNESS),"서울특별시 광진구 능동로 7, 2층 (자양동)",02-461-9679,37.53231831,127.063843,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20161012_165%2F1476280798146Ns0j4_JPEG%2F176962628977991_0.jpeg,
39,몸가짐 퍼스널트레이닝,"서울특별시 광진구 광나루로 396, 3층 (화양동)",02-499-8600,37.54720633,127.0706849,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211231_186%2F16408857772664eLob_JPEG%2F7S306376.jpg,
40,NX PT STUDIO,"서울특별시 광진구 뚝섬로 656, 2층 (자양동)",446-3390,37.53130215,127.0794739,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190529_268%2F1559111809350MlE6m_JPEG%2F3RjjLLFIg7GYlv9mRBXhJaIT.jpg,
41,휘트니스베이 24시 건대점,"서울특별시 광진구 능동로19길 35, 지하3층 (화양동)",24447729,37.54706754,127.0689509,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200228_109%2F1582885003894jarvo_JPEG%2FmxxWWvRrXqN_0PrsY6Ac2DpV.jpg,
42,노경우 퍼스널 트레이닝,"서울특별시 광진구 아차산로 484, 지하1층 (구의동)",,37.54072437,127.0927815,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200905_74%2F1599272304262LS0Oo_JPEG%2F_VeFIkMjXk8wz6pWdzr8UsGX.jpg,
43,BODY119(바디119),"서울특별시 광진구 아차산로 599 (광장동, 광장동 신동아 파밀리에)",,37.54693534,127.1019437,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160112_300%2F1452568188130N53iq_JPEG%2F176057506150020_0.jpeg,
44,비바 휘트니스,"서울특별시 광진구 뚝섬로 585 (자양동, 신축빌딩)",234363912,37.53368483,127.0722109,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190816_57%2F15659589704615sauT_JPEG%2FOw9WeL_5OHQLl3rOk3BwBCo1.jpg,
45,제이바디웍스,"서울특별시 광진구 아차산로 438, 지하1층 (구의동)",,37.53818132,127.0884637,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211205_110%2F1638714977193WK0Tc_PNG%2F4.png,
46,몸가짐 PT&필라테스,"서울특별시 광진구 천호대로111길 9, 2, 3층 (중곡동)",,37.55692138,127.0790941,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211231_233%2F16408856250170zTyt_JPEG%2F7S306292.jpg,
47,드바디샵,"서울특별시 광진구 광나루로56길 34, 구의현대2단지 상가동 304호 (구의동)",,37.53862747,127.092984,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220708_155%2F1657264510254IGRJO_PNG%2F19-07-Blog-fitness-training-personal-training.png,
48,더테라 휘트니스,"서울특별시 광진구 뚝섬로 742, 지하2층 (구의동, 광성빌딩)",02-446-0117,37.53420427,127.088484,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220706_291%2F1657104693409VPzMh_PNG%2F%25C1%25A6%25B8%25F1%25C0%25BB-%25C0%25D4%25B7%25C2%25C7%25D8%25C1%25D6%25BC%25BC%25BF%25E4_-001_%252813%2529.png,
49,원모어핏,"서울특별시 광진구 광나루로 586, 6층 (구의동)",02-453-5453,37.54286263,127.0908524,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220316_287%2F1647429278361JqSNo_JPEG%2FKakaoTalk_20220210_132151139_01.jpg,
50,주식회사 헬스보이컴퍼니,"서울특별시 광진구 아차산로 272, 더샵스타시티 지하1층 (자양동)",,37.53780314,127.069742,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20211013_174%2F1634095529531PNEw7_JPEG%2FKakaoTalk_20211013_120447421.jpg,
51,바디케어짐,"서울특별시 광진구 천호대로 805, 석원빌딩 4층 (광장동)",,37.545743,127.1003783,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180119_293%2F1516349123279RHgr7_JPEG%2FnO_hsJtTWMLmWlqNDwS0HZeg.jpeg.jpg,
52,피트니스 아레나,"서울특별시 광진구 아차산로 563, 대한제지(주) 사옥 지하2층 (광장동)",02-444-9500,37.54406277,127.1000021,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180803_140%2F1533281896192xmvUR_JPEG%2F3B5AM5Xw0-ydfGF1fqxj-2Vm.JPG.jpg,4.29
53,조승호 아톰 휘트니스 PT,"서울특별시 광진구 광나루로 352, 2층 202호 (화양동)",,37.54798859,127.0659109,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220505_231%2F1651722686403Rl0mx_JPEG%2FphotoGridMaker_20211129_101906951.jpg,
54,Youn-A PT샵,"서울특별시 광진구 천호대로 666, 3층 302호 (구의동)",,37.55135597,127.0864559,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20180521_115%2F1526873769339v7deC_JPEG%2FSf6ZpeN7LxeioWOLf-SHvrNN.JPG.jpg,
55,커브스 자양클럽,"서울특별시 광진구 뚝섬로 558, 대양빌딩 405호 (자양동)",02-454-3033,37.53407281,127.0689375,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210805_149%2F1628136291634Usgp7_PNG%2FpXQ-cK63oXHHFM1kCgyK14F8.png,
56,지니 짐,"서울특별시 광진구 능동로 315, 3층 (중곡동)",,37.55787569,127.076672,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220118_93%2F1642490921582FNDqN_JPEG%2F%25BA%25ED%25B7%25CE%25B1%25D7%25B9%25E8%25B3%25CA-001.jpg,
57,더블핏(Double Fit),"서울특별시 광진구 뚝섬로56가길 13, 현대3차 301동앞 상가 301호 (자양동)",24559581,37.52857959,127.0805567,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220619_164%2F1655643549735Tfjkp_PNG%2FKakaoTalk_20220326_015837006_%25281%2529.png,
58,에프에이스포츠,"서울특별시 광진구 능동로 255, B01호 (군자동)",02-2205-1317,37.55293763,127.0740093,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200128_111%2F1580199741228z0Ug1_JPEG%2Fcm6ih-jeVFpMNHPcdkhVg1R3.jpg,4.66
59,스포니스,"서울특별시 광진구 능동로 276, 한성빌딩 지하1층 101호 (능동)",,37.55446967,127.0754424,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210706_111%2F162555712213024kwd_JPEG%2FdPKg3SUZdHTRFiBTHVAbykN7.jpg,
60,스포츠컨디셔닝센터 FMETS & D.FLAB,"서울특별시 광진구 동일로22길 35, 지하1층 (화양동)",,37.54216048,127.0634169,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200507_207%2F1588839315259QvfmP_PNG%2F20200109_124808.png,
61,A2GYM(에이투짐),"서울특별시 광진구 뚝섬로 523, 보은빌딩 지하 1층 (자양동)",,37.53556787,127.0653009,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160420_287%2F1461126341652tJqAi_JPEG%2F176370535561525_0.jpeg,4.96
62,퍼스트 핏(FIRST FIT),"서울특별시 광진구 광나루로56길 66, 강변상가 (구의동)",,37.53449519,127.088299,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220106_106%2F16414777168998rTq9_JPEG%2F76D7AF61-106C-425C-A7A8-87494D64B2FC.jpeg,
63,크로스핏 라온2,"서울특별시 광진구 용마산로 36, 지층 (중곡동)",02-457-0528,37.55678189,127.0854802,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190702_109%2F1562037453399UFMTX_JPEG%2F7F0wBf88VZzRvMhFcWxrlgX7.jpg,
64,삼손스포츠수기명가,"서울특별시 광진구 아차산로65길 14, B1층 (구의동)",,37.54104793,127.0911993,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191009_109%2F1570563023900xSvOY_JPEG%2F2NQMuTYn5pMmQP-9bS9g-kKK.jpg,
65,토니바디&PT 중곡점,"서울특별시 광진구 능동로 405, 2층 (중곡동)",02-6401-6669,37.56532799,127.0808483,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220627_161%2F1656259022021pkaYx_JPEG%2FF71E6A36-0FE8-4607-9E40-0A2F4325C5A9.jpeg,
66,스튜디오 클라라,"서울특별시 광진구 능동로 21, 2층 (자양동)",02-498-1010,37.53350227,127.0643933,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191208_265%2F1575791163565Fttlf_JPEG%2FPfs1Dg4aGu300RtfcsvPcN30.jpg,
67,브라운 휘트니스,"서울특별시 광진구 광나루로 346, 2층 (화양동, 브라운스톤 화양)",02-6401-6400,37.5479942,127.0656643,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20191231_199%2F1577787473638qV7Og_JPEG%2FnLEbKtxQugcqeq10nbYV4hSL.jpeg.jpg,
68,르와짐,"서울특별시 광진구 아차산로 532, 6층 (광장동)",,37.54239923,127.0975725,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200806_11%2F1596682742585H7ztp_JPEG%2FKakaoTalk_20200805_123952101.jpg,
69,몸가짐 휘트니스 구의점,"서울특별시 광진구 자양로18길 33, 2층 (구의동)",02-444-2626,37.53805236,127.0824833,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210620_85%2F1624121172665eMDQ8_JPEG%2FP-CRdvqEfo1TKx0dB_pXh1wi.jpg,
70,에이투짐(A2GYM),"서울특별시 광진구 자양번영로 28, 지하1층 (자양동)",02-6448-2282,37.53216049,127.0727239,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160420_287%2F1461126341652tJqAi_JPEG%2F176370535561525_0.jpeg,
71,군자역점 스포애니 주)케이디스포츠,"서울특별시 광진구 능동로 332, 동아빌딩 5,6,7층 (중곡동)",,37.55913338,127.0779465,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200323_83%2F1584956099058ExSxQ_JPEG%2FlCeUw5wFT1-DnLHKv6UM-Fv8.jpg,4.18
72,휘트니스베이24시 건대역점,"서울특별시 광진구 동일로18길 107, 지하2층 (자양동)",02-486-8887,37.53835511,127.0657951,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200729_151%2F1596024057847c30kL_JPEG%2FKakaoTalk_20200721_193850539_09.jpg,
73,(주)비스코 헬스케어,"서울특별시 광진구 광나루로56길 85, 테크노-마트21 12층 001호 (구의동)",02-3424-4455,37.5356997,127.0928748,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220701_107%2F1656647155621VlctI_JPEG%2FKakaoTalk_20220701_124511128.jpg,
74,에이투짐,"서울특별시 광진구 자양로 65, 지하1층 (자양동)",,37.53363081,127.0814741,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160420_287%2F1461126341652tJqAi_JPEG%2F176370535561525_0.jpeg,
75,구의역점 스포애니 주)케이디스포츠,"서울특별시 광진구 아차산로 362, 3,4,5층 (자양동)",,37.53635222,127.0800223,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201201_269%2F1606812360488hCdo8_JPEG%2Fm7quI2djEeVuZFnIJVdOFi_k.jpg,
76,짐에잇,"서울특별시 광진구 자양번영로 19, 지하1층 (자양동)",,37.53138931,127.0720144,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201211_201%2F1607665098702sQfcM_PNG%2FNwF8sU2saeUjj-1zrU9EweyB.png,
77,클레어 필라테스&PT 건대점,"서울특별시 광진구 아차산로 292, 7층 (자양동)",,37.53832592,127.0723981,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220621_184%2F1655798628083oKOHj_PNG%2FIMG_7773.PNG,4.96
78,피티니스,"서울특별시 광진구 동일로24길 86, 지층 (화양동)",02-499-9682,37.5425541,127.066698,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20170315_101%2F1489560237085xBjkf_JPEG%2F186265557375981_0.jpeg,
79,더프라임PT,"서울특별시 광진구 광나루로56길 63, 프라임 프라자 2층 206호 (구의동)",070-8885-0303,37.53739771,127.094731,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210324_140%2F1616594525052DlXY4_PNG%2FRTqcuEVfCOvDZ2QE5N4pnzHp.png,
80,이너라인 GYM,"서울특별시 광진구 천호대로 531-1, 지하1층 (중곡동)",,37.55827965,127.074813,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220716_119%2F1657939826866HP2uO_JPEG%2FKakaoTalk_20220716_113558246.jpg,
81,마일로짐,"서울특별시 광진구 뚝섬로 541, 지하1층 B101호 (자양동)",02-6949-4950,37.53491932,127.0674876,https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20220514_285%2F1652520651125el2zp_JPEG%2FKakaoTalk_20201106_175658708.jpg,
